record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
312,Uva Province,1.02,HIGH,High-end seafood,7540.61,22621.82,reference-derived scenario
313,Western Province,1.18,MID,Local restaurant,1791.1,5373.3,reference-derived scenario
314,Upcountry / Central Highlands,1.08,MID,Local restaurant,1425.48,4276.45,reference-derived scenario
315,Western Province,1.18,LOW,Local rice & curry,955.2,2865.6,reference-derived scenario
316,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2724.23,8172.69,reference-derived scenario
317,Eastern Province,1.02,MID,Tourist restaurant,2977.14,8931.41,reference-derived scenario
318,North Western Province,1.03,LOW,Local cafe,935.12,2805.36,reference-derived scenario
319,Southern Province,1.2,LOW,Street food,430.74,1292.22,reference-derived scenario
320,Western Province,1.18,LOW,Local cafe,1162.52,3487.55,reference-derived scenario
321,North Western Province,1.03,HIGH,Premium restaurant,5848.3,17544.89,reference-derived scenario
322,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,2496.25,7488.74,reference-derived scenario
323,Northern Province,1.0,LOW,Street food,339.43,1018.3,reference-derived scenario
324,Northern Province,1.0,MID,Tourist restaurant,2500.32,7500.96,reference-derived scenario
325,Upcountry / Central Highlands,1.08,LOW,Street food,475.97,1427.91,reference-derived scenario
326,North Western Province,1.03,HIGH,Luxury hotel dining,8705.82,26117.46,reference-derived scenario
327,Sabaragamuwa Province,1.0,LOW,Street food,375.79,1127.37,reference-derived scenario
328,North Western Province,1.03,HIGH,High-end seafood,5257.24,15771.72,reference-derived scenario
329,Western Province,1.18,MID,Tourist restaurant,2341.39,7024.16,reference-derived scenario
330,North Western Province,1.03,MID,Tourist restaurant,1894.82,5684.46,reference-derived scenario
331,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2501.6,7504.79,reference-derived scenario
332,North Western Province,1.03,LOW,Street food,399.99,1199.96,reference-derived scenario
333,Upcountry / Central Highlands,1.08,LOW,Local cafe,958.81,2876.43,reference-derived scenario
334,North Western Province,1.03,LOW,Street food,346.59,1039.76,reference-derived scenario
335,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2290.35,6871.06,reference-derived scenario
336,Northern Province,1.0,HIGH,Premium restaurant,5635.75,16907.25,reference-derived scenario
337,North Western Province,1.03,MID,Hotel buffet / restaurant,3315.32,9945.95,reference-derived scenario
338,Sabaragamuwa Province,1.0,LOW,Local rice & curry,725.65,2176.96,reference-derived scenario
339,Northern Province,1.0,MID,Tourist restaurant,2441.55,7324.66,reference-derived scenario
340,Eastern Province,1.02,MID,Hotel buffet / restaurant,2579.91,7739.73,reference-derived scenario
341,North Western Province,1.03,LOW,Street food,400.81,1202.44,reference-derived scenario
342,Eastern Province,1.02,LOW,Local cafe,881.39,2644.16,reference-derived scenario
343,Southern Province,1.2,MID,Tourist restaurant,2165.99,6497.98,reference-derived scenario
344,Upcountry / Central Highlands,1.08,MID,Local restaurant,1173.33,3520.0,reference-derived scenario
345,Eastern Province,1.02,LOW,Street food,390.01,1170.02,reference-derived scenario
346,Sabaragamuwa Province,1.0,LOW,Street food,304.35,913.06,reference-derived scenario
347,North Western Province,1.03,MID,Hotel buffet / restaurant,2488.04,7464.13,reference-derived scenario
348,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3222.0,9666.01,reference-derived scenario
349,Eastern Province,1.02,LOW,Street food,389.22,1167.67,reference-derived scenario
350,Uva Province,1.02,MID,Tourist restaurant,2522.93,7568.8,reference-derived scenario
351,Uva Province,1.02,MID,Local restaurant,1525.96,4577.88,reference-derived scenario
352,Southern Province,1.2,MID,Hotel buffet / restaurant,3761.23,11283.68,reference-derived scenario
353,Western Province,1.18,MID,Hotel buffet / restaurant,3719.52,11158.57,reference-derived scenario
354,Eastern Province,1.02,LOW,Street food,320.96,962.88,reference-derived scenario
355,Southern Province,1.2,LOW,Local cafe,963.55,2890.64,reference-derived scenario
356,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,601.44,1804.32,reference-derived scenario
357,Northern Province,1.0,MID,Tourist restaurant,2360.26,7080.78,reference-derived scenario
358,Cultural Triangle / North Central,1.05,LOW,Street food,434.75,1304.24,reference-derived scenario
359,Northern Province,1.0,HIGH,High-end seafood,6818.6,20455.8,reference-derived scenario
360,Eastern Province,1.02,MID,Hotel buffet / restaurant,2774.43,8323.28,reference-derived scenario
361,Uva Province,1.02,HIGH,Premium restaurant,4026.82,12080.46,reference-derived scenario
362,Northern Province,1.0,MID,Tourist restaurant,1884.9,5654.71,reference-derived scenario
363,Western Province,1.18,LOW,Street food,397.44,1192.33,reference-derived scenario
364,Eastern Province,1.02,HIGH,Premium restaurant,4721.65,14164.96,reference-derived scenario
365,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2980.43,8941.29,reference-derived scenario
366,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3274.23,9822.69,reference-derived scenario
367,Uva Province,1.02,LOW,Local cafe,801.02,2403.07,reference-derived scenario
368,Western Province,1.18,MID,Hotel buffet / restaurant,3753.78,11261.35,reference-derived scenario
369,Eastern Province,1.02,LOW,Street food,438.72,1316.17,reference-derived scenario
370,North Western Province,1.03,LOW,Local cafe,1144.56,3433.68,reference-derived scenario
371,Eastern Province,1.02,LOW,Local cafe,1146.61,3439.84,reference-derived scenario
372,Upcountry / Central Highlands,1.08,MID,Local restaurant,1434.39,4303.16,reference-derived scenario
373,Northern Province,1.0,MID,Hotel buffet / restaurant,2603.44,7810.31,reference-derived scenario
374,Sabaragamuwa Province,1.0,LOW,Local rice & curry,601.65,1804.96,reference-derived scenario
375,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,2937.69,8813.07,reference-derived scenario
376,Sabaragamuwa Province,1.0,HIGH,Premium restaurant,4894.39,14683.17,reference-derived scenario
377,Southern Province,1.2,MID,Hotel buffet / restaurant,3321.0,9962.99,reference-derived scenario
378,Southern Province,1.2,LOW,Local cafe,960.75,2882.25,reference-derived scenario
379,Uva Province,1.02,MID,Local restaurant,1549.97,4649.9,reference-derived scenario
380,North Western Province,1.03,HIGH,Luxury hotel dining,7296.09,21888.27,reference-derived scenario
381,Sabaragamuwa Province,1.0,HIGH,High-end seafood,6728.37,20185.11,reference-derived scenario
382,Southern Province,1.2,HIGH,High-end seafood,6122.64,18367.91,reference-derived scenario
383,Cultural Triangle / North Central,1.05,LOW,Street food,413.86,1241.58,reference-derived scenario
384,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3466.25,10398.76,reference-derived scenario
385,Western Province,1.18,LOW,Street food,477.94,1433.82,reference-derived scenario
386,Uva Province,1.02,MID,Local restaurant,1353.05,4059.15,reference-derived scenario
387,Sabaragamuwa Province,1.0,LOW,Local cafe,970.52,2911.56,reference-derived scenario
388,Northern Province,1.0,LOW,Local rice & curry,776.96,2330.88,reference-derived scenario
389,Eastern Province,1.02,MID,Local restaurant,1154.22,3462.67,reference-derived scenario
390,Cultural Triangle / North Central,1.05,LOW,Street food,335.04,1005.13,reference-derived scenario
391,Sabaragamuwa Province,1.0,MID,Tourist restaurant,1987.72,5963.16,reference-derived scenario
392,Western Province,1.18,LOW,Local cafe,1006.16,3018.49,reference-derived scenario
393,North Western Province,1.03,MID,Tourist restaurant,2606.9,7820.7,reference-derived scenario
394,Eastern Province,1.02,MID,Tourist restaurant,2180.62,6541.85,reference-derived scenario
395,Eastern Province,1.02,MID,Hotel buffet / restaurant,3057.66,9172.97,reference-derived scenario
396,North Western Province,1.03,LOW,Local cafe,941.41,2824.22,reference-derived scenario
397,Southern Province,1.2,LOW,Local cafe,1140.79,3422.36,reference-derived scenario
398,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,643.85,1931.56,reference-derived scenario
399,Western Province,1.18,MID,Hotel buffet / restaurant,3617.9,10853.71,reference-derived scenario
400,Southern Province,1.2,LOW,Local cafe,1109.57,3328.7,reference-derived scenario
401,Uva Province,1.02,LOW,Local rice & curry,669.96,2009.87,reference-derived scenario
402,Southern Province,1.2,LOW,Street food,368.79,1106.37,reference-derived scenario
403,Uva Province,1.02,MID,Tourist restaurant,2499.48,7498.43,reference-derived scenario
404,Eastern Province,1.02,LOW,Street food,291.76,875.28,reference-derived scenario
405,Western Province,1.18,MID,Local restaurant,1249.34,3748.02,reference-derived scenario
406,Eastern Province,1.02,LOW,Street food,313.64,940.91,reference-derived scenario
407,Southern Province,1.2,LOW,Street food,520.28,1560.84,reference-derived scenario
408,Sabaragamuwa Province,1.0,LOW,Local cafe,814.81,2444.44,reference-derived scenario
409,Northern Province,1.0,MID,Hotel buffet / restaurant,3545.11,10635.34,reference-derived scenario
410,Northern Province,1.0,LOW,Local rice & curry,514.2,1542.59,reference-derived scenario
411,Upcountry / Central Highlands,1.08,LOW,Street food,411.71,1235.14,reference-derived scenario
412,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2899.26,8697.78,reference-derived scenario
413,Uva Province,1.02,LOW,Local rice & curry,810.23,2430.69,reference-derived scenario
414,Western Province,1.18,MID,Local restaurant,1390.51,4171.54,reference-derived scenario
415,Northern Province,1.0,LOW,Local cafe,953.17,2859.51,reference-derived scenario
416,Uva Province,1.02,LOW,Local rice & curry,752.63,2257.88,reference-derived scenario
417,Cultural Triangle / North Central,1.05,LOW,Local cafe,998.09,2994.28,reference-derived scenario
418,Western Province,1.18,LOW,Local rice & curry,945.76,2837.29,reference-derived scenario
419,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,6027.0,18081.01,reference-derived scenario
420,North Western Province,1.03,MID,Tourist restaurant,1878.91,5636.74,reference-derived scenario
421,Upcountry / Central Highlands,1.08,LOW,Street food,466.74,1400.22,reference-derived scenario
422,Northern Province,1.0,MID,Hotel buffet / restaurant,2879.1,8637.31,reference-derived scenario
423,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,3603.02,10809.05,reference-derived scenario
424,Eastern Province,1.02,MID,Tourist restaurant,2600.43,7801.3,reference-derived scenario
425,Northern Province,1.0,HIGH,High-end seafood,7618.04,22854.12,reference-derived scenario
426,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5958.69,17876.08,reference-derived scenario
427,Western Province,1.18,LOW,Local rice & curry,958.02,2874.07,reference-derived scenario
428,Northern Province,1.0,LOW,Street food,309.4,928.19,reference-derived scenario
429,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3547.97,10643.9,reference-derived scenario
430,Sabaragamuwa Province,1.0,LOW,Local cafe,1017.7,3053.11,reference-derived scenario
431,Eastern Province,1.02,HIGH,Premium restaurant,5127.41,15382.22,reference-derived scenario
432,Cultural Triangle / North Central,1.05,LOW,Street food,299.69,899.06,reference-derived scenario
433,Western Province,1.18,LOW,Street food,526.33,1578.99,reference-derived scenario
434,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2333.53,7000.58,reference-derived scenario
435,Southern Province,1.2,HIGH,Premium restaurant,5582.94,16748.81,reference-derived scenario
436,Western Province,1.18,HIGH,Luxury hotel dining,11436.04,34308.12,reference-derived scenario
437,Uva Province,1.02,LOW,Local rice & curry,691.42,2074.26,reference-derived scenario
438,Western Province,1.18,HIGH,Premium restaurant,4144.06,12432.19,reference-derived scenario
439,Cultural Triangle / North Central,1.05,MID,Local restaurant,1266.65,3799.95,reference-derived scenario
440,Sabaragamuwa Province,1.0,LOW,Local rice & curry,548.12,1644.37,reference-derived scenario
441,Uva Province,1.02,MID,Tourist restaurant,2142.23,6426.7,reference-derived scenario
442,Upcountry / Central Highlands,1.08,MID,Local restaurant,1099.33,3298.0,reference-derived scenario
443,Northern Province,1.0,HIGH,Premium restaurant,5629.99,16889.96,reference-derived scenario
444,Northern Province,1.0,HIGH,Luxury hotel dining,11079.1,33237.29,reference-derived scenario
445,Southern Province,1.2,MID,Local restaurant,1378.65,4135.95,reference-derived scenario
446,Southern Province,1.2,MID,Tourist restaurant,2513.54,7540.63,reference-derived scenario
447,Cultural Triangle / North Central,1.05,LOW,Local cafe,821.04,2463.11,reference-derived scenario
448,Northern Province,1.0,LOW,Street food,411.73,1235.19,reference-derived scenario
449,Northern Province,1.0,HIGH,High-end seafood,7983.36,23950.07,reference-derived scenario
450,North Western Province,1.03,LOW,Local cafe,796.14,2388.42,reference-derived scenario
451,Upcountry / Central Highlands,1.08,MID,Local restaurant,1548.34,4645.03,reference-derived scenario
452,Cultural Triangle / North Central,1.05,LOW,Local cafe,812.13,2436.4,reference-derived scenario
453,Northern Province,1.0,LOW,Local rice & curry,715.49,2146.46,reference-derived scenario
454,Uva Province,1.02,LOW,Street food,435.08,1305.25,reference-derived scenario
455,Sabaragamuwa Province,1.0,MID,Local restaurant,937.25,2811.75,reference-derived scenario
456,Eastern Province,1.02,MID,Hotel buffet / restaurant,2327.58,6982.75,reference-derived scenario
457,Uva Province,1.02,LOW,Local cafe,895.47,2686.4,reference-derived scenario
458,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2892.22,8676.65,reference-derived scenario
459,North Western Province,1.03,HIGH,Premium restaurant,3646.11,10938.33,reference-derived scenario
460,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3054.64,9163.93,reference-derived scenario
461,Uva Province,1.02,LOW,Local rice & curry,742.77,2228.3,reference-derived scenario
462,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2629.0,7887.01,reference-derived scenario
463,Western Province,1.18,HIGH,High-end seafood,8919.83,26759.49,reference-derived scenario
464,Western Province,1.18,LOW,Local rice & curry,820.29,2460.87,reference-derived scenario
465,Eastern Province,1.02,LOW,Local cafe,839.68,2519.04,reference-derived scenario
466,North Western Province,1.03,LOW,Street food,381.88,1145.64,reference-derived scenario
467,Southern Province,1.2,MID,Local restaurant,1706.99,5120.98,reference-derived scenario
468,Cultural Triangle / North Central,1.05,MID,Local restaurant,1386.2,4158.6,reference-derived scenario
469,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2425.62,7276.86,reference-derived scenario
470,Upcountry / Central Highlands,1.08,HIGH,High-end seafood,7103.35,21310.05,reference-derived scenario
471,Eastern Province,1.02,LOW,Street food,313.6,940.79,reference-derived scenario
472,Northern Province,1.0,MID,Tourist restaurant,2289.96,6869.87,reference-derived scenario
473,Eastern Province,1.02,MID,Local restaurant,1016.55,3049.65,reference-derived scenario
474,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5965.97,17897.9,reference-derived scenario
475,Uva Province,1.02,MID,Local restaurant,1319.67,3959.02,reference-derived scenario
476,North Western Province,1.03,HIGH,Luxury hotel dining,8686.13,26058.39,reference-derived scenario
477,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2831.37,8494.12,reference-derived scenario
478,Western Province,1.18,HIGH,Luxury hotel dining,10885.0,32654.99,reference-derived scenario
