record_id,budget_level,travellers,transport_mode,route_distance_km,public_transport_coverage,estimated_transport_cost_lkr,data_origin
299,MID,6,Public transport + Minivan - Uber/PickMe,602.08,0.524,45475.71,reference-derived scenario
300,LOW,11,Public transport + Van - Uber/PickMe,604.47,0.408,79645.2,reference-derived scenario
301,MID,18,2 Vans - Uber/PickMe,113.28,0.0,41245.73,reference-derived scenario
302,MID,16,Public transport + 2 Vans - Uber/PickMe,644.9,0.575,130927.55,reference-derived scenario
303,MID,16,2 Vans - Uber/PickMe,548.75,0.0,197354.99,reference-derived scenario
304,MID,10,Van - Uber/PickMe,402.3,0.0,77857.09,reference-derived scenario
305,LOW,10,Public transport + Van - Uber/PickMe,52.71,0.936,4172.56,reference-derived scenario
306,HIGH,18,Private driver + 2 Vans,328.49,0.0,118540.79,reference-derived scenario
307,LOW,1,Public transport + Minivan - Uber/PickMe,525.42,0.825,12786.76,reference-derived scenario
308,MID,15,Public transport + Van - Uber/PickMe,719.13,0.931,60916.38,reference-derived scenario
309,MID,9,Public transport + Van - Uber/PickMe,415.36,0.592,42833.08,reference-derived scenario
310,MID,19,2 Vans - Uber/PickMe,409.78,0.0,151655.67,reference-derived scenario
311,HIGH,2,Public transport + Van - Uber/PickMe,873.32,0.897,25386.66,reference-derived scenario
312,HIGH,19,Private driver + 2 Vans,106.63,0.0,40649.74,reference-derived scenario
313,LOW,14,Public transport + 2 Minivans - Uber/PickMe,785.41,0.427,140691.59,reference-derived scenario
314,HIGH,13,Public transport + Van - Uber/PickMe,892.99,0.631,95521.74,reference-derived scenario
315,LOW,9,Public transport + Van - Uber/PickMe,524.52,0.885,30719.69,reference-derived scenario
316,MID,20,Public transport + 2 Vans - Uber/PickMe,920.5,0.756,135891.48,reference-derived scenario
317,MID,13,Van - Uber/PickMe,408.25,0.0,71805.93,reference-derived scenario
318,MID,20,2 Vans - Uber/PickMe,595.87,0.0,226488.33,reference-derived scenario
319,MID,5,Public transport + Van - Uber/PickMe,345.87,0.589,29405.94,reference-derived scenario
320,MID,19,2 Vans - Uber/PickMe,447.97,0.0,154978.91,reference-derived scenario
321,LOW,1,Public transport + Minivan - Uber/PickMe,814.17,0.824,19807.05,reference-derived scenario
322,LOW,16,Public transport + 2 Vans - Uber/PickMe,483.2,0.943,44622.89,reference-derived scenario
323,LOW,18,Public transport + 2 Vans - Uber/PickMe,861.38,0.752,138036.21,reference-derived scenario
324,LOW,7,Public transport + Minivan - Uber/PickMe,918.4,0.357,78253.39,reference-derived scenario
325,HIGH,2,Public transport + Minivan - Uber/PickMe,510.06,0.431,36388.75,reference-derived scenario
326,LOW,8,Public transport + Van - Uber/PickMe,22.81,0.761,3381.14,reference-derived scenario
327,LOW,6,Public transport + Van - Uber/PickMe,558.34,0.815,33057.92,reference-derived scenario
328,MID,1,Public transport + Minivan - Uber/PickMe,733.83,0.616,35698.56,reference-derived scenario
329,MID,6,Public transport + Minivan - Uber/PickMe,785.56,0.927,26373.48,reference-derived scenario
330,LOW,9,Public transport + Van - Uber/PickMe,697.85,0.833,49203.62,reference-derived scenario
331,LOW,11,Public transport + Van - Uber/PickMe,292.48,0.57,30202.3,reference-derived scenario
332,HIGH,4,Public transport + Minivan - Uber/PickMe,191.72,0.848,7697.24,reference-derived scenario
333,MID,1,Public transport + Tuk/Taxi,537.61,0.757,13137.37,reference-derived scenario
334,MID,8,Public transport + Van - Uber/PickMe,100.5,0.444,12483.21,reference-derived scenario
335,LOW,7,Public transport + Van - Uber/PickMe,719.46,0.433,90398.36,reference-derived scenario
336,LOW,5,Public transport + Van - Uber/PickMe,180.02,0.465,21644.41,reference-derived scenario
337,MID,3,Tuk/Taxi - Uber/PickMe,686.96,0.0,53173.41,reference-derived scenario
338,LOW,8,Public transport + Van - Uber/PickMe,147.43,0.548,15488.72,reference-derived scenario
339,MID,3,Tuk/Taxi - Uber/PickMe,632.05,0.0,48418.38,reference-derived scenario
340,HIGH,13,Private driver + Van,128.5,0.0,23099.58,reference-derived scenario
341,LOW,19,Public transport + 2 Vans - Uber/PickMe,269.82,0.862,35269.75,reference-derived scenario
342,MID,14,2 Minivans - Uber/PickMe,184.84,0.0,45867.2,reference-derived scenario
343,LOW,13,Public transport + Van - Uber/PickMe,438.3,0.802,37068.68,reference-derived scenario
344,HIGH,11,Public transport + Van - Uber/PickMe,805.93,0.518,99234.82,reference-derived scenario
345,MID,18,Public transport + 2 Vans - Uber/PickMe,859.75,0.9,93452.83,reference-derived scenario
346,LOW,15,Public transport + Van - Uber/PickMe,336.54,0.491,46041.81,reference-derived scenario
347,LOW,11,Public transport + Van - Uber/PickMe,798.25,0.825,57203.35,reference-derived scenario
348,HIGH,14,Private driver + 2 Minivans,900.66,0.0,211251.24,reference-derived scenario
349,MID,4,Public transport + Minivan - Uber/PickMe,564.79,0.579,36619.21,reference-derived scenario
350,MID,11,Public transport + Van - Uber/PickMe,804.61,0.693,79698.27,reference-derived scenario
351,MID,15,Public transport + Van - Uber/PickMe,218.9,0.5,28906.55,reference-derived scenario
352,HIGH,18,Private driver + 2 Vans,507.08,0.0,173059.96,reference-derived scenario
353,MID,4,Minivan - Uber/PickMe,430.46,0.0,53860.8,reference-derived scenario
354,HIGH,3,Public transport + Van - Uber/PickMe,433.51,0.553,35713.18,reference-derived scenario
355,LOW,16,Public transport + 2 Vans - Uber/PickMe,502.88,0.452,117591.73,reference-derived scenario
356,LOW,9,Public transport + Van - Uber/PickMe,730.48,0.81,54277.31,reference-derived scenario
357,HIGH,15,Private driver + Van,817.13,0.0,147944.88,reference-derived scenario
358,MID,1,Public transport + Minivan - Uber/PickMe,899.8,0.575,53692.09,reference-derived scenario
359,LOW,12,Public transport + Van - Uber/PickMe,721.66,0.915,46318.55,reference-derived scenario
360,MID,9,Public transport + Van - Uber/PickMe,941.35,0.474,104975.5,reference-derived scenario
361,MID,16,2 Vans - Uber/PickMe,806.28,0.0,307244.83,reference-derived scenario
362,LOW,18,Public transport + 2 Vans - Uber/PickMe,387.95,0.526,82030.25,reference-derived scenario
363,MID,19,2 Vans - Uber/PickMe,413.96,0.0,151264.22,reference-derived scenario
364,LOW,7,Public transport + Van - Uber/PickMe,128.22,0.861,8665.0,reference-derived scenario
365,LOW,4,Public transport + Tuk/Taxi,133.62,0.594,7374.06,reference-derived scenario
366,MID,18,2 Vans - Uber/PickMe,16.41,0.0,8895.85,reference-derived scenario
367,MID,10,Van - Uber/PickMe,92.81,0.0,16867.24,reference-derived scenario
368,HIGH,6,Van - Uber/PickMe,172.07,0.0,34263.03,reference-derived scenario
369,LOW,12,Public transport + Van - Uber/PickMe,22.31,0.778,3574.88,reference-derived scenario
370,MID,4,Public transport + Minivan - Uber/PickMe,236.32,0.829,10053.77,reference-derived scenario
371,LOW,18,Public transport + 2 Vans - Uber/PickMe,141.35,0.492,33688.93,reference-derived scenario
372,HIGH,2,Van - Uber/PickMe,237.98,0.0,43748.68,reference-derived scenario
373,MID,8,Public transport + Van - Uber/PickMe,110.51,0.697,11252.31,reference-derived scenario
374,LOW,20,Public transport + 2 Vans - Uber/PickMe,901.29,0.672,170941.26,reference-derived scenario
375,MID,10,Van - Uber/PickMe,167.94,0.0,31033.21,reference-derived scenario
376,LOW,14,Public transport + 2 Minivans - Uber/PickMe,513.42,0.785,50171.7,reference-derived scenario
377,HIGH,5,Public transport + Minivan - Uber/PickMe,118.31,0.762,6676.79,reference-derived scenario
378,MID,6,Van - Uber/PickMe,571.0,0.0,93870.86,reference-derived scenario
379,MID,2,Public transport + Tuk/Taxi,485.3,0.813,11962.22,reference-derived scenario
380,LOW,15,Public transport + Van - Uber/PickMe,28.39,0.783,4270.83,reference-derived scenario
381,MID,8,Van - Uber/PickMe,440.38,0.0,80981.54,reference-derived scenario
382,LOW,14,Public transport + 2 Minivans - Uber/PickMe,276.02,0.902,25432.19,reference-derived scenario
383,MID,9,Van - Uber/PickMe,725.01,0.0,137842.07,reference-derived scenario
384,HIGH,1,Tuk/Taxi - Uber/PickMe,406.99,0.0,35705.12,reference-derived scenario
385,HIGH,12,Van - Uber/PickMe,352.6,0.0,68876.84,reference-derived scenario
386,HIGH,6,Public transport + Minivan - Uber/PickMe,606.84,0.921,21451.66,reference-derived scenario
387,MID,19,2 Vans - Uber/PickMe,772.03,0.0,292932.59,reference-derived scenario
388,LOW,13,Public transport + Van - Uber/PickMe,302.56,0.524,35031.1,reference-derived scenario
389,LOW,17,Public transport + 2 Vans - Uber/PickMe,535.88,0.55,111621.64,reference-derived scenario
390,MID,1,Minivan - Uber/PickMe,373.31,0.0,46404.72,reference-derived scenario
391,MID,17,2 Vans - Uber/PickMe,652.4,0.0,235922.62,reference-derived scenario
392,LOW,3,Public transport + Minivan - Uber/PickMe,857.86,0.903,22944.37,reference-derived scenario
393,LOW,12,Public transport + Van - Uber/PickMe,40.17,0.559,5845.66,reference-derived scenario
394,MID,11,Van - Uber/PickMe,724.25,0.0,136193.21,reference-derived scenario
395,MID,2,Minivan - Uber/PickMe,806.23,0.0,104014.4,reference-derived scenario
396,MID,7,Public transport + Minivan - Uber/PickMe,38.23,0.475,3775.59,reference-derived scenario
397,LOW,2,Public transport + Minivan - Uber/PickMe,645.24,0.383,50065.02,reference-derived scenario
398,HIGH,12,Public transport + Van - Uber/PickMe,252.08,0.829,22369.77,reference-derived scenario
399,LOW,14,Public transport + 2 Minivans - Uber/PickMe,48.82,0.382,11123.14,reference-derived scenario
400,HIGH,15,Private driver + Van,356.77,0.0,58118.96,reference-derived scenario
401,MID,18,2 Vans - Uber/PickMe,750.68,0.0,278377.37,reference-derived scenario
402,HIGH,7,Minivan - Uber/PickMe,59.62,0.0,7487.21,reference-derived scenario
403,MID,7,Minivan - Uber/PickMe,120.24,0.0,15928.78,reference-derived scenario
404,MID,5,Public transport + Van - Uber/PickMe,127.47,0.841,7675.65,reference-derived scenario
405,LOW,14,Public transport + 2 Minivans - Uber/PickMe,514.7,0.462,77188.42,reference-derived scenario
406,LOW,5,Public transport + Van - Uber/PickMe,859.59,0.701,59800.34,reference-derived scenario
407,MID,16,Public transport + 2 Vans - Uber/PickMe,402.39,0.859,45262.09,reference-derived scenario
408,LOW,13,Public transport + Van - Uber/PickMe,494.65,0.507,62668.06,reference-derived scenario
409,LOW,17,Public transport + 2 Vans - Uber/PickMe,53.91,0.921,8965.01,reference-derived scenario
410,HIGH,13,Public transport + Van - Uber/PickMe,549.25,0.733,49550.83,reference-derived scenario
411,LOW,10,Public transport + Van - Uber/PickMe,273.49,0.9,19446.16,reference-derived scenario
412,MID,17,Public transport + 2 Vans - Uber/PickMe,18.9,0.726,6022.63,reference-derived scenario
413,LOW,9,Public transport + Van - Uber/PickMe,882.14,0.888,54875.11,reference-derived scenario
414,MID,15,Public transport + Van - Uber/PickMe,73.85,0.609,9488.11,reference-derived scenario
415,HIGH,8,Van - Uber/PickMe,372.99,0.0,61944.34,reference-derived scenario
416,HIGH,4,Public transport + Minivan - Uber/PickMe,204.08,0.505,13989.39,reference-derived scenario
417,HIGH,10,Private driver + Van,180.68,0.0,34329.64,reference-derived scenario
418,MID,3,Public transport + Tuk/Taxi,714.49,0.445,35276.92,reference-derived scenario
419,LOW,1,Public transport + Tuk/Taxi,598.82,0.687,18103.05,reference-derived scenario
420,MID,13,Public transport + Van - Uber/PickMe,770.99,0.849,67344.42,reference-derived scenario
421,LOW,4,Public transport + Minivan - Uber/PickMe,573.47,0.751,26219.27,reference-derived scenario
422,HIGH,7,Van - Uber/PickMe,685.18,0.0,118021.71,reference-derived scenario
423,LOW,6,Public transport + Van - Uber/PickMe,860.95,0.827,46355.29,reference-derived scenario
424,HIGH,16,2 Vans - Uber/PickMe,355.42,0.0,128630.47,reference-derived scenario
425,LOW,5,Public transport + Van - Uber/PickMe,192.31,0.551,20141.26,reference-derived scenario
426,HIGH,3,Minivan - Uber/PickMe,538.34,0.0,65359.19,reference-derived scenario
427,HIGH,12,Van - Uber/PickMe,18.34,0.0,4488.33,reference-derived scenario
428,MID,8,Van - Uber/PickMe,315.96,0.0,57237.48,reference-derived scenario
429,LOW,11,Public transport + Van - Uber/PickMe,228.98,0.491,27005.82,reference-derived scenario
430,LOW,2,Public transport + Van - Uber/PickMe,702.76,0.373,82358.89,reference-derived scenario
431,HIGH,11,Van - Uber/PickMe,724.98,0.0,132320.09,reference-derived scenario
432,LOW,10,Public transport + Van - Uber/PickMe,468.07,0.815,34951.71,reference-derived scenario
433,MID,20,Public transport + 2 Vans - Uber/PickMe,89.55,0.733,17346.13,reference-derived scenario
434,MID,8,Public transport + Van - Uber/PickMe,291.35,0.84,20187.04,reference-derived scenario
435,LOW,1,Public transport + Minivan - Uber/PickMe,530.36,0.579,27553.08,reference-derived scenario
436,LOW,16,Public transport + 2 Vans - Uber/PickMe,465.09,0.413,107517.98,reference-derived scenario
437,HIGH,17,2 Vans - Uber/PickMe,283.6,0.0,105698.42,reference-derived scenario
438,MID,14,Public transport + 2 Minivans - Uber/PickMe,884.59,0.431,148871.67,reference-derived scenario
439,MID,16,2 Vans - Uber/PickMe,548.26,0.0,202316.75,reference-derived scenario
440,MID,13,Public transport + Van - Uber/PickMe,333.22,0.847,26148.84,reference-derived scenario
441,LOW,20,Public transport + 2 Vans - Uber/PickMe,684.78,0.921,85505.21,reference-derived scenario
442,LOW,7,Public transport + Minivan - Uber/PickMe,289.16,0.877,13360.62,reference-derived scenario
443,LOW,20,Public transport + 2 Vans - Uber/PickMe,755.43,0.768,116507.75,reference-derived scenario
444,LOW,1,Public transport + Tuk/Taxi,496.26,0.62,17358.73,reference-derived scenario
445,MID,12,Van - Uber/PickMe,79.62,0.0,15734.1,reference-derived scenario
446,HIGH,11,Public transport + Van - Uber/PickMe,886.63,0.355,114878.98,reference-derived scenario
447,LOW,1,Public transport + Minivan - Uber/PickMe,515.34,0.374,39911.02,reference-derived scenario
448,LOW,19,Public transport + 2 Vans - Uber/PickMe,747.51,0.638,147808.97,reference-derived scenario
449,LOW,7,Public transport + Minivan - Uber/PickMe,372.69,0.551,28220.35,reference-derived scenario
450,MID,16,2 Vans - Uber/PickMe,919.37,0.0,336593.8,reference-derived scenario
451,HIGH,14,Private driver + 2 Minivans,550.77,0.0,143396.62,reference-derived scenario
452,MID,1,Van - Uber/PickMe,834.76,0.0,149883.1,reference-derived scenario
453,HIGH,20,Private driver + 2 Vans,507.67,0.0,182810.89,reference-derived scenario
454,MID,6,Minivan - Uber/PickMe,859.98,0.0,101883.17,reference-derived scenario
455,MID,17,Public transport + 2 Vans - Uber/PickMe,865.61,0.635,161615.04,reference-derived scenario
456,LOW,19,Public transport + 2 Vans - Uber/PickMe,655.26,0.807,89427.49,reference-derived scenario
457,LOW,7,Public transport + Van - Uber/PickMe,642.95,0.395,78690.37,reference-derived scenario
458,HIGH,3,Public transport + Minivan - Uber/PickMe,417.94,0.749,18374.32,reference-derived scenario
459,LOW,12,Public transport + Van - Uber/PickMe,572.02,0.418,78961.07,reference-derived scenario
460,MID,13,Public transport + Van - Uber/PickMe,211.14,0.576,25144.21,reference-derived scenario
461,LOW,14,Public transport + 2 Minivans - Uber/PickMe,627.16,0.723,76025.9,reference-derived scenario
462,MID,19,2 Vans - Uber/PickMe,830.6,0.0,319375.23,reference-derived scenario
463,MID,5,Van - Uber/PickMe,160.72,0.0,30125.18,reference-derived scenario
464,LOW,7,Public transport + Minivan - Uber/PickMe,73.09,0.834,4468.76,reference-derived scenario
465,HIGH,14,Public transport + 2 Minivans - Uber/PickMe,254.95,0.365,45877.63,reference-derived scenario
466,LOW,3,Public transport + Minivan - Uber/PickMe,100.48,0.431,8939.84,reference-derived scenario
467,LOW,11,Public transport + Van - Uber/PickMe,383.54,0.878,27689.77,reference-derived scenario
468,MID,12,Public transport + Van - Uber/PickMe,363.38,0.686,34718.45,reference-derived scenario
469,MID,18,Public transport + 2 Vans - Uber/PickMe,85.74,0.555,22196.66,reference-derived scenario
470,LOW,8,Public transport + Van - Uber/PickMe,765.42,0.93,35048.28,reference-derived scenario
471,LOW,2,Public transport + Minivan - Uber/PickMe,652.21,0.755,24445.36,reference-derived scenario
472,LOW,20,Public transport + 2 Vans - Uber/PickMe,622.76,0.638,124972.55,reference-derived scenario
473,LOW,13,Public transport + Van - Uber/PickMe,38.98,0.608,6329.08,reference-derived scenario
474,LOW,1,Public transport + Minivan - Uber/PickMe,547.56,0.706,23136.17,reference-derived scenario
475,MID,4,Public transport + Minivan - Uber/PickMe,793.27,0.39,60876.04,reference-derived scenario
476,HIGH,13,Van - Uber/PickMe,104.6,0.0,21570.94,reference-derived scenario
477,HIGH,6,Public transport + Van - Uber/PickMe,374.5,0.663,30543.77,reference-derived scenario
478,LOW,19,Public transport + 2 Vans - Uber/PickMe,867.51,0.764,134999.07,reference-derived scenario
479,LOW,11,Public transport + Van - Uber/PickMe,409.23,0.616,39815.14,reference-derived scenario
480,MID,9,Public transport + Van - Uber/PickMe,162.64,0.449,18860.03,reference-derived scenario
481,LOW,11,Public transport + Van - Uber/PickMe,128.36,0.492,16715.28,reference-derived scenario
482,MID,8,Public transport + Van - Uber/PickMe,674.7,0.756,46002.29,reference-derived scenario
483,HIGH,1,Public transport + Minivan - Uber/PickMe,395.92,0.873,8298.5,reference-derived scenario
484,HIGH,5,Private driver + Minivan,201.99,0.0,25610.66,reference-derived scenario
485,LOW,9,Public transport + Van - Uber/PickMe,863.88,0.584,82099.69,reference-derived scenario
486,LOW,7,Public transport + Van - Uber/PickMe,658.38,0.884,32014.78,reference-derived scenario
487,MID,17,Public transport + 2 Vans - Uber/PickMe,389.79,0.869,45019.4,reference-derived scenario
488,MID,14,2 Minivans - Uber/PickMe,235.27,0.0,61751.4,reference-derived scenario
489,LOW,10,Public transport + Van - Uber/PickMe,348.45,0.488,39105.59,reference-derived scenario
490,LOW,3,Public transport + Tuk/Taxi,305.38,0.642,12585.41,reference-derived scenario
491,LOW,11,Public transport + Van - Uber/PickMe,717.75,0.884,51113.73,reference-derived scenario
