record_id,region,region_cost_index,budget_level,accommodation_type,travellers,rooms,nightly_price_lkr,data_origin
309,Uva Province,1.02,MID,Homestay,13,7,4093.05,reference-derived scenario
310,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,11,6,4937.38,reference-derived scenario
311,North Western Province,1.03,LOW,Budget guesthouse,16,8,4775.05,reference-derived scenario
312,Southern Province,1.2,LOW,Hostel / dorm,15,8,3175.45,reference-derived scenario
313,North Western Province,1.03,MID,Budget guesthouse,6,3,6116.9,reference-derived scenario
314,Eastern Province,1.02,LOW,Budget guesthouse,2,1,6027.01,reference-derived scenario
315,North Western Province,1.03,MID,Hostel / dorm,10,5,2764.84,reference-derived scenario
316,Eastern Province,1.02,LOW,Homestay,2,1,4607.02,reference-derived scenario
317,Eastern Province,1.02,HIGH,Luxury resort,2,1,89412.24,reference-derived scenario
318,Northern Province,1.0,MID,Budget hotel / 1-2 star,16,8,7086.89,reference-derived scenario
319,Eastern Province,1.02,HIGH,Boutique guesthouse,14,7,25565.73,reference-derived scenario
320,Eastern Province,1.02,MID,Boutique guesthouse,10,5,20406.89,reference-derived scenario
321,Cultural Triangle / North Central,1.05,MID,Budget hotel / 1-2 star,4,2,7385.06,reference-derived scenario
322,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,4,2,6500.54,reference-derived scenario
323,North Western Province,1.03,MID,Mid-range villa,14,7,19477.63,reference-derived scenario
324,North Western Province,1.03,MID,Homestay,2,1,5530.63,reference-derived scenario
325,Northern Province,1.0,LOW,Budget hotel / 1-2 star,12,6,8991.51,reference-derived scenario
326,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,15,8,2600.6,reference-derived scenario
327,Sabaragamuwa Province,1.0,MID,Budget guesthouse,15,8,4514.86,reference-derived scenario
328,Eastern Province,1.02,MID,Homestay,12,6,4746.66,reference-derived scenario
329,Eastern Province,1.02,MID,Serviced apartment,11,6,16551.16,reference-derived scenario
330,Sabaragamuwa Province,1.0,MID,Serviced apartment,1,1,20614.14,reference-derived scenario
331,Eastern Province,1.02,LOW,Hostel / dorm,9,5,2532.22,reference-derived scenario
332,Eastern Province,1.02,LOW,Budget guesthouse,13,7,5900.14,reference-derived scenario
333,Upcountry / Central Highlands,1.08,MID,Mid-range villa,12,6,20210.23,reference-derived scenario
334,Eastern Province,1.02,HIGH,Luxury resort,2,1,80593.74,reference-derived scenario
335,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,17,9,6331.92,reference-derived scenario
336,Eastern Province,1.02,LOW,Homestay,17,9,4722.03,reference-derived scenario
337,Northern Province,1.0,HIGH,Mid-range hotel / 3-star,5,3,14483.34,reference-derived scenario
338,Uva Province,1.02,MID,Serviced apartment,2,1,19885.55,reference-derived scenario
339,Sabaragamuwa Province,1.0,MID,Hostel / dorm,20,10,2655.43,reference-derived scenario
340,Western Province,1.18,LOW,Budget hotel / 1-2 star,7,4,8552.43,reference-derived scenario
341,North Western Province,1.03,LOW,Hostel / dorm,6,3,2538.83,reference-derived scenario
342,Southern Province,1.2,LOW,Budget hotel / 1-2 star,4,2,9447.54,reference-derived scenario
343,Northern Province,1.0,HIGH,Luxury resort,17,9,81966.38,reference-derived scenario
344,Western Province,1.18,LOW,Homestay,4,2,5260.12,reference-derived scenario
345,Eastern Province,1.02,LOW,Budget guesthouse,3,2,4662.48,reference-derived scenario
346,Northern Province,1.0,HIGH,Boutique guesthouse,3,2,26355.51,reference-derived scenario
347,Cultural Triangle / North Central,1.05,HIGH,Private villa,15,8,72246.7,reference-derived scenario
348,North Western Province,1.03,MID,Mid-range villa,16,8,16529.18,reference-derived scenario
349,Southern Province,1.2,HIGH,Mid-range villa,3,2,23744.86,reference-derived scenario
350,Northern Province,1.0,HIGH,Luxury / 5-star hotel,15,8,71413.49,reference-derived scenario
351,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,2,1,2714.05,reference-derived scenario
352,Upcountry / Central Highlands,1.08,LOW,Budget guesthouse,2,1,6083.77,reference-derived scenario
353,Northern Province,1.0,MID,Homestay,18,9,4164.12,reference-derived scenario
354,North Western Province,1.03,LOW,Hostel / dorm,7,4,2200.73,reference-derived scenario
355,Upcountry / Central Highlands,1.08,HIGH,Luxury / 5-star hotel,9,5,82416.34,reference-derived scenario
356,Eastern Province,1.02,HIGH,Serviced apartment,6,3,16304.62,reference-derived scenario
357,Eastern Province,1.02,MID,Homestay,10,5,4460.31,reference-derived scenario
358,North Western Province,1.03,HIGH,Luxury / 4-star hotel,9,5,33166.2,reference-derived scenario
359,Uva Province,1.02,MID,Homestay,12,6,4557.15,reference-derived scenario
360,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,9,5,2156.41,reference-derived scenario
361,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,2,1,2672.04,reference-derived scenario
362,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,6,3,2372.52,reference-derived scenario
363,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,11,6,7692.7,reference-derived scenario
364,Northern Province,1.0,MID,Boutique guesthouse,13,7,18582.93,reference-derived scenario
365,Eastern Province,1.02,LOW,Budget hotel / 1-2 star,14,7,9887.93,reference-derived scenario
366,North Western Province,1.03,HIGH,Boutique hotel / villa,9,5,50738.26,reference-derived scenario
367,Western Province,1.18,MID,Boutique guesthouse,10,5,21644.78,reference-derived scenario
368,Sabaragamuwa Province,1.0,MID,Mid-range hotel / 3-star,16,8,12971.44,reference-derived scenario
369,Western Province,1.18,MID,Serviced apartment,12,6,18775.19,reference-derived scenario
370,North Western Province,1.03,MID,Boutique guesthouse,3,2,26037.68,reference-derived scenario
371,Uva Province,1.02,HIGH,Private villa,4,2,52629.97,reference-derived scenario
372,Southern Province,1.2,MID,Mid-range villa,20,10,19036.43,reference-derived scenario
373,Upcountry / Central Highlands,1.08,HIGH,Serviced apartment,9,5,16645.71,reference-derived scenario
374,North Western Province,1.03,LOW,Homestay,10,5,4476.89,reference-derived scenario
375,Southern Province,1.2,LOW,Hostel / dorm,13,7,2721.75,reference-derived scenario
376,Northern Province,1.0,MID,Mid-range hotel / 3-star,4,2,17826.13,reference-derived scenario
377,Western Province,1.18,LOW,Hostel / dorm,15,8,3095.9,reference-derived scenario
378,Cultural Triangle / North Central,1.05,HIGH,Mid-range hotel / 3-star,12,6,19083.02,reference-derived scenario
379,North Western Province,1.03,HIGH,Mid-range hotel / 3-star,12,6,17572.2,reference-derived scenario
380,Cultural Triangle / North Central,1.05,LOW,Homestay,13,7,3945.48,reference-derived scenario
381,Cultural Triangle / North Central,1.05,LOW,Homestay,17,9,3912.8,reference-derived scenario
382,Sabaragamuwa Province,1.0,LOW,Homestay,17,9,5385.62,reference-derived scenario
383,North Western Province,1.03,MID,Serviced apartment,8,4,17319.23,reference-derived scenario
384,Northern Province,1.0,MID,Budget guesthouse,4,2,5591.77,reference-derived scenario
385,Southern Province,1.2,LOW,Budget hotel / 1-2 star,3,2,10723.24,reference-derived scenario
386,Cultural Triangle / North Central,1.05,LOW,Homestay,18,9,5443.42,reference-derived scenario
387,Northern Province,1.0,LOW,Hostel / dorm,15,8,2151.25,reference-derived scenario
388,Cultural Triangle / North Central,1.05,LOW,Budget guesthouse,4,2,5770.37,reference-derived scenario
389,Southern Province,1.2,MID,Mid-range villa,4,2,22060.89,reference-derived scenario
390,North Western Province,1.03,MID,Budget guesthouse,19,10,5103.28,reference-derived scenario
391,Southern Province,1.2,MID,Budget hotel / 1-2 star,3,2,9466.4,reference-derived scenario
392,Southern Province,1.2,LOW,Budget guesthouse,6,3,6254.64,reference-derived scenario
393,Eastern Province,1.02,MID,Budget hotel / 1-2 star,13,7,9513.7,reference-derived scenario
394,Northern Province,1.0,MID,Mid-range villa,7,4,15738.2,reference-derived scenario
395,Uva Province,1.02,HIGH,Luxury / 5-star hotel,15,8,62844.28,reference-derived scenario
396,Eastern Province,1.02,LOW,Homestay,18,9,4917.45,reference-derived scenario
397,North Western Province,1.03,LOW,Budget hotel / 1-2 star,15,8,9430.85,reference-derived scenario
398,Northern Province,1.0,HIGH,Mid-range hotel / 3-star,3,2,15543.98,reference-derived scenario
399,Western Province,1.18,MID,Mid-range hotel / 3-star,19,10,19186.32,reference-derived scenario
400,Uva Province,1.02,MID,Boutique guesthouse,20,10,19632.32,reference-derived scenario
401,Cultural Triangle / North Central,1.05,MID,Boutique guesthouse,6,3,19753.2,reference-derived scenario
402,Northern Province,1.0,MID,Hostel / dorm,1,1,2774.28,reference-derived scenario
403,Cultural Triangle / North Central,1.05,MID,Hostel / dorm,3,2,2433.8,reference-derived scenario
404,Sabaragamuwa Province,1.0,LOW,Budget guesthouse,10,5,5938.61,reference-derived scenario
405,Western Province,1.18,MID,Mid-range hotel / 3-star,18,9,14802.14,reference-derived scenario
406,Northern Province,1.0,MID,Mid-range hotel / 3-star,13,7,15816.96,reference-derived scenario
407,Cultural Triangle / North Central,1.05,LOW,Homestay,20,10,4269.08,reference-derived scenario
408,Western Province,1.18,LOW,Homestay,9,5,5565.05,reference-derived scenario
409,Cultural Triangle / North Central,1.05,MID,Mid-range villa,20,10,21097.55,reference-derived scenario
410,Western Province,1.18,LOW,Homestay,1,1,5687.58,reference-derived scenario
411,Northern Province,1.0,MID,Mid-range villa,18,9,17575.2,reference-derived scenario
412,North Western Province,1.03,MID,Budget guesthouse,8,4,6830.9,reference-derived scenario
413,Western Province,1.18,HIGH,Private villa,16,8,60159.72,reference-derived scenario
414,Upcountry / Central Highlands,1.08,MID,Budget guesthouse,14,7,6356.9,reference-derived scenario
415,North Western Province,1.03,MID,Boutique guesthouse,16,8,24207.41,reference-derived scenario
416,Southern Province,1.2,LOW,Budget guesthouse,2,1,7304.87,reference-derived scenario
417,Cultural Triangle / North Central,1.05,LOW,Homestay,13,7,4516.26,reference-derived scenario
418,Southern Province,1.2,MID,Serviced apartment,7,4,25205.24,reference-derived scenario
419,Sabaragamuwa Province,1.0,HIGH,Luxury / 4-star hotel,15,8,33241.58,reference-derived scenario
420,Upcountry / Central Highlands,1.08,HIGH,Luxury / 5-star hotel,5,3,71903.66,reference-derived scenario
421,North Western Province,1.03,MID,Mid-range villa,5,3,17109.89,reference-derived scenario
422,Southern Province,1.2,MID,Hostel / dorm,8,4,2902.24,reference-derived scenario
423,North Western Province,1.03,HIGH,Private villa,16,8,72095.38,reference-derived scenario
424,Southern Province,1.2,MID,Serviced apartment,14,7,19491.65,reference-derived scenario
425,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,9,5,7683.58,reference-derived scenario
426,Western Province,1.18,LOW,Homestay,16,8,5261.69,reference-derived scenario
427,Eastern Province,1.02,MID,Budget hotel / 1-2 star,6,3,6876.54,reference-derived scenario
428,Upcountry / Central Highlands,1.08,MID,Mid-range hotel / 3-star,20,10,19499.74,reference-derived scenario
429,Northern Province,1.0,LOW,Hostel / dorm,12,6,2353.55,reference-derived scenario
430,Southern Province,1.2,LOW,Hostel / dorm,17,9,3194.97,reference-derived scenario
431,Uva Province,1.02,LOW,Budget guesthouse,1,1,6589.56,reference-derived scenario
432,Northern Province,1.0,LOW,Homestay,1,1,3849.24,reference-derived scenario
433,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,7,4,8445.41,reference-derived scenario
434,North Western Province,1.03,LOW,Hostel / dorm,20,10,2144.15,reference-derived scenario
435,North Western Province,1.03,HIGH,Boutique guesthouse,2,1,19357.99,reference-derived scenario
436,Cultural Triangle / North Central,1.05,HIGH,Boutique hotel / villa,7,4,48316.76,reference-derived scenario
437,Northern Province,1.0,MID,Mid-range villa,3,2,15751.18,reference-derived scenario
438,Southern Province,1.2,MID,Hostel / dorm,6,3,2954.7,reference-derived scenario
439,Southern Province,1.2,MID,Budget guesthouse,19,10,6632.93,reference-derived scenario
440,Sabaragamuwa Province,1.0,MID,Hostel / dorm,17,9,2521.13,reference-derived scenario
441,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,20,10,2260.18,reference-derived scenario
442,Sabaragamuwa Province,1.0,MID,Boutique guesthouse,13,7,19644.21,reference-derived scenario
443,Southern Province,1.2,LOW,Budget guesthouse,9,5,6698.62,reference-derived scenario
444,Uva Province,1.02,HIGH,Private villa,13,7,57481.48,reference-derived scenario
445,Western Province,1.18,LOW,Homestay,2,1,4796.37,reference-derived scenario
446,Eastern Province,1.02,MID,Hostel / dorm,15,8,2125.2,reference-derived scenario
447,Sabaragamuwa Province,1.0,HIGH,Luxury resort,8,4,91548.33,reference-derived scenario
448,Upcountry / Central Highlands,1.08,MID,Hostel / dorm,13,7,2741.92,reference-derived scenario
449,Northern Province,1.0,MID,Boutique guesthouse,7,4,22236.59,reference-derived scenario
450,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,4,2,7110.22,reference-derived scenario
451,Cultural Triangle / North Central,1.05,MID,Budget guesthouse,10,5,6791.74,reference-derived scenario
452,Sabaragamuwa Province,1.0,LOW,Budget hotel / 1-2 star,20,10,6812.81,reference-derived scenario
453,Upcountry / Central Highlands,1.08,HIGH,Private villa,9,5,53440.31,reference-derived scenario
454,Eastern Province,1.02,HIGH,Mid-range hotel / 3-star,6,3,16460.93,reference-derived scenario
455,Sabaragamuwa Province,1.0,LOW,Homestay,16,8,5194.91,reference-derived scenario
456,North Western Province,1.03,LOW,Hostel / dorm,19,10,2582.02,reference-derived scenario
457,Eastern Province,1.02,LOW,Hostel / dorm,12,6,2320.75,reference-derived scenario
458,Northern Province,1.0,HIGH,Luxury / 4-star hotel,4,2,29917.68,reference-derived scenario
459,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,8,4,3092.51,reference-derived scenario
460,Sabaragamuwa Province,1.0,MID,Serviced apartment,16,8,18895.92,reference-derived scenario
461,Eastern Province,1.02,MID,Homestay,19,10,5368.26,reference-derived scenario
462,Cultural Triangle / North Central,1.05,LOW,Hostel / dorm,9,5,2511.63,reference-derived scenario
463,Northern Province,1.0,MID,Serviced apartment,3,2,16876.42,reference-derived scenario
464,Uva Province,1.02,HIGH,Luxury / 5-star hotel,10,5,71627.01,reference-derived scenario
465,Southern Province,1.2,LOW,Budget hotel / 1-2 star,17,9,11101.9,reference-derived scenario
466,Northern Province,1.0,LOW,Budget guesthouse,7,4,6578.22,reference-derived scenario
467,Uva Province,1.02,MID,Boutique guesthouse,5,3,22282.75,reference-derived scenario
468,Northern Province,1.0,LOW,Hostel / dorm,13,7,2846.81,reference-derived scenario
469,Northern Province,1.0,MID,Mid-range hotel / 3-star,17,9,16100.32,reference-derived scenario
470,North Western Province,1.03,LOW,Homestay,3,2,4571.9,reference-derived scenario
471,Northern Province,1.0,MID,Mid-range villa,5,3,21231.49,reference-derived scenario
472,Uva Province,1.02,LOW,Budget hotel / 1-2 star,16,8,7979.9,reference-derived scenario
473,Northern Province,1.0,LOW,Hostel / dorm,1,1,2419.72,reference-derived scenario
474,Southern Province,1.2,HIGH,Mid-range hotel / 3-star,18,9,15853.69,reference-derived scenario
475,Northern Province,1.0,HIGH,Private villa,15,8,58304.84,reference-derived scenario
476,Western Province,1.18,HIGH,Mid-range hotel / 3-star,13,7,21583.4,reference-derived scenario
477,Northern Province,1.0,LOW,Homestay,11,6,3858.44,reference-derived scenario
478,Sabaragamuwa Province,1.0,MID,Homestay,1,1,4899.1,reference-derived scenario
479,Uva Province,1.02,LOW,Hostel / dorm,1,1,3017.13,reference-derived scenario
480,Western Province,1.18,MID,Mid-range villa,20,10,21276.83,reference-derived scenario
481,Northern Province,1.0,LOW,Budget hotel / 1-2 star,4,2,8883.58,reference-derived scenario
482,Upcountry / Central Highlands,1.08,LOW,Budget hotel / 1-2 star,3,2,9705.77,reference-derived scenario
483,Upcountry / Central Highlands,1.08,HIGH,Mid-range hotel / 3-star,12,6,17593.36,reference-derived scenario
484,North Western Province,1.03,MID,Homestay,15,8,4757.41,reference-derived scenario
485,Western Province,1.18,MID,Boutique guesthouse,16,8,24656.85,reference-derived scenario
486,Western Province,1.18,LOW,Budget guesthouse,4,2,6144.3,reference-derived scenario
487,North Western Province,1.03,MID,Mid-range villa,2,1,18558.29,reference-derived scenario
488,Uva Province,1.02,LOW,Hostel / dorm,8,4,2378.33,reference-derived scenario
489,Uva Province,1.02,HIGH,Mid-range villa,15,8,16656.35,reference-derived scenario
490,Western Province,1.18,LOW,Budget guesthouse,3,2,5547.75,reference-derived scenario
491,Upcountry / Central Highlands,1.08,LOW,Hostel / dorm,6,3,2443.85,reference-derived scenario
492,Uva Province,1.02,MID,Homestay,5,3,3889.99,reference-derived scenario
493,Eastern Province,1.02,LOW,Homestay,3,2,4900.9,reference-derived scenario
494,Eastern Province,1.02,MID,Boutique guesthouse,14,7,26255.03,reference-derived scenario
495,Southern Province,1.2,LOW,Hostel / dorm,13,7,2939.6,reference-derived scenario
496,Southern Province,1.2,MID,Serviced apartment,19,10,20991.28,reference-derived scenario
